Lead Source,Total Time Spent on Website,Total Visits,Last Activity,Converted
Google,1168,13,Email Opened,0
Social Media,4971,4,Form Submitted,0
Referral,197,1,Page Visited,0
Referral,968,17,Page Visited,0
Organic Search,3908,3,Email Opened,0
Referral,3155,17,Page Visited,1
Google,4764,8,Form Submitted,0
Organic Search,2504,3,Email Opened,1
Referral,1276,10,Page Visited,1
Referral,4167,2,Page Visited,0
Social Media,4318,4,Other,1
Referral,1269,14,Page Visited,0
Direct Traffic,1364,11,Page Visited,0
Organic Search,923,14,Other,0
Direct Traffic,470,13,Email Opened,0
Organic Search,3016,4,Email Opened,0
Social Media,2054,2,Form Submitted,0
Referral,4283,2,Other,0
Referral,2051,11,Email Opened,0
Referral,2954,5,Page Visited,1
Organic Search,1148,9,Page Visited,1
Referral,3086,17,Page Visited,0
Direct Traffic,959,12,Form Submitted,0
Referral,629,18,Email Opened,0
Social Media,774,3,Other,0
Direct Traffic,359,5,Email Opened,1
Referral,517,14,Other,1
Referral,1343,16,Other,0
Google,1969,19,Email Opened,0
Organic Search,3227,9,Page Visited,0
Direct Traffic,2899,17,Page Visited,0
Google,934,7,Other,1
Social Media,1986,10,Page Visited,0
Organic Search,4996,4,Form Submitted,1
Direct Traffic,376,10,Form Submitted,0
Referral,3560,3,Other,0
Direct Traffic,1774,9,Page Visited,0
Referral,1505,13,Other,0
Organic Search,2654,1,Form Submitted,1
Referral,1010,15,Form Submitted,1
Social Media,3477,15,Form Submitted,1
Referral,1230,11,Email Opened,0
Social Media,1177,10,Form Submitted,1
Organic Search,3857,7,Page Visited,0
Organic Search,2095,1,Email Opened,0
Direct Traffic,1672,7,Form Submitted,0
Social Media,1928,5,Page Visited,0
Social Media,3839,16,Form Submitted,1
Google,3178,8,Page Visited,0
Google,4268,2,Page Visited,0
Google,2553,8,Form Submitted,0
Referral,2445,14,Form Submitted,0
Google,4389,4,Email Opened,0
Social Media,551,15,Form Submitted,0
Referral,2897,7,Page Visited,1
Organic Search,1039,8,Other,0
Direct Traffic,884,11,Email Opened,1
Google,3051,2,Page Visited,0
Organic Search,4229,9,Page Visited,0
Social Media,4866,6,Other,0
Direct Traffic,3597,1,Form Submitted,1
Organic Search,2555,3,Page Visited,0
Direct Traffic,1089,10,Other,0
Google,4575,5,Other,1
Social Media,4958,12,Form Submitted,0
Direct Traffic,458,1,Other,1
Organic Search,4721,9,Other,0
Google,4254,13,Other,1
Google,2007,19,Other,0
Organic Search,1920,7,Other,0
Organic Search,4527,16,Other,0
Direct Traffic,1003,8,Page Visited,0
Referral,3083,19,Email Opened,1
Google,2114,7,Form Submitted,1
Direct Traffic,2589,4,Email Opened,0
Organic Search,2143,10,Form Submitted,0
Direct Traffic,4310,1,Email Opened,0
Organic Search,2241,17,Form Submitted,0
Social Media,4980,13,Other,0
Organic Search,2086,19,Email Opened,0
Organic Search,938,13,Email Opened,0
Organic Search,4301,9,Form Submitted,0
Referral,3970,5,Form Submitted,0
Organic Search,3999,1,Page Visited,0
Google,4650,2,Other,0
Google,3408,11,Other,0
Direct Traffic,770,4,Page Visited,1
Referral,248,9,Form Submitted,0
Direct Traffic,372,5,Other,0
Google,2926,5,Form Submitted,1
Google,3857,8,Other,0
Social Media,4930,2,Email Opened,0
Organic Search,701,7,Email Opened,0
Google,2185,17,Other,0
Direct Traffic,941,11,Other,0
Direct Traffic,3914,15,Other,0
Organic Search,793,3,Page Visited,1
Organic Search,677,13,Other,0
Social Media,1561,18,Page Visited,0
Referral,4053,3,Page Visited,1
Direct Traffic,452,2,Email Opened,0
Organic Search,2466,5,Other,0
Direct Traffic,3656,5,Email Opened,0
Organic Search,4146,13,Email Opened,0
Google,3754,8,Page Visited,1
Direct Traffic,209,16,Form Submitted,1
Google,4983,18,Page Visited,0
Direct Traffic,1926,16,Email Opened,1
Referral,4945,1,Page Visited,0
Social Media,3966,8,Page Visited,0
Google,1877,2,Page Visited,0
Organic Search,626,5,Other,0
Referral,2726,15,Page Visited,0
Direct Traffic,1458,14,Email Opened,0
Google,2824,3,Page Visited,0
Direct Traffic,1250,7,Other,1
Direct Traffic,4758,4,Email Opened,1
Direct Traffic,4363,11,Page Visited,0
Social Media,2163,12,Email Opened,0
Social Media,1623,15,Other,0
Organic Search,1853,6,Form Submitted,1
Google,753,1,Other,1
Referral,1868,18,Other,0
Referral,181,14,Email Opened,0
Referral,1513,7,Email Opened,0
Direct Traffic,902,10,Form Submitted,0
Social Media,3344,9,Form Submitted,0
Google,3453,2,Form Submitted,0
Direct Traffic,3607,8,Other,0
Social Media,2556,1,Other,0
Social Media,2139,2,Form Submitted,0
Google,4244,7,Form Submitted,1
Google,2164,16,Form Submitted,0
Google,2612,4,Page Visited,1
Direct Traffic,2021,17,Page Visited,0
Organic Search,2821,4,Form Submitted,0
Google,2281,3,Other,0
Organic Search,1570,9,Email Opened,1
Direct Traffic,1972,15,Other,0
Organic Search,3986,3,Email Opened,0
Referral,2244,12,Form Submitted,0
Organic Search,2442,15,Page Visited,0
Google,713,8,Page Visited,0
Direct Traffic,3545,12,Email Opened,1
Google,222,13,Form Submitted,1
Referral,863,15,Page Visited,1
Google,4625,11,Form Submitted,1
Google,1425,17,Form Submitted,0
Google,2304,12,Email Opened,0
Social Media,653,18,Form Submitted,0
Referral,1159,16,Form Submitted,0
Google,1842,3,Email Opened,1
Google,443,9,Page Visited,0
Google,2465,7,Other,1
Direct Traffic,4669,19,Form Submitted,1
Social Media,4436,5,Email Opened,0
Direct Traffic,2857,19,Page Visited,0
Social Media,1280,10,Form Submitted,0
Google,3039,12,Other,0
Referral,3795,8,Page Visited,0
Organic Search,3637,3,Email Opened,0
Organic Search,3758,19,Form Submitted,0
Google,99,11,Email Opened,1
Direct Traffic,2086,8,Other,0
Referral,2310,13,Other,0
Social Media,4245,10,Email Opened,1
Google,2737,18,Form Submitted,0
Referral,1607,12,Email Opened,0
Referral,2953,7,Page Visited,1
Social Media,3981,11,Email Opened,1
Referral,3194,10,Other,1
Direct Traffic,4339,3,Form Submitted,0
Direct Traffic,4682,7,Form Submitted,0
Direct Traffic,3092,4,Other,0
Referral,2962,8,Other,1
Direct Traffic,2662,8,Page Visited,0
Social Media,855,6,Other,0
Referral,2146,13,Other,1
Organic Search,4925,12,Other,1
Referral,1386,3,Form Submitted,0
Social Media,1716,6,Other,0
Organic Search,4151,19,Email Opened,0
Referral,1725,11,Email Opened,1
Direct Traffic,1953,4,Form Submitted,0
Google,184,15,Page Visited,0
Google,521,2,Page Visited,0
Direct Traffic,2311,15,Form Submitted,1
Google,1248,17,Email Opened,0
Google,1658,2,Form Submitted,1
Direct Traffic,1002,7,Other,0
Direct Traffic,3227,16,Form Submitted,0
Referral,3138,5,Page Visited,1
Referral,1928,16,Email Opened,0
Direct Traffic,393,19,Page Visited,0
Social Media,1617,2,Page Visited,0
Google,3641,15,Email Opened,0
Referral,660,4,Other,1
Google,4164,2,Email Opened,1
Organic Search,319,10,Email Opened,0
Direct Traffic,2224,5,Form Submitted,0
Social Media,583,18,Email Opened,0
Organic Search,3600,4,Form Submitted,1
Organic Search,581,1,Page Visited,0
Organic Search,3696,18,Email Opened,1
Direct Traffic,1767,6,Other,0
Referral,1556,14,Form Submitted,1
Direct Traffic,1798,10,Form Submitted,1
Referral,4206,18,Other,0
Organic Search,998,9,Form Submitted,1
Organic Search,757,12,Form Submitted,0
Social Media,282,10,Other,0
Referral,4896,19,Page Visited,0
Organic Search,130,6,Email Opened,0
Google,1293,14,Email Opened,0
Social Media,60,8,Email Opened,0
Direct Traffic,2211,14,Email Opened,0
Social Media,1548,11,Email Opened,0
Google,4367,16,Email Opened,0
Referral,1781,6,Form Submitted,0
Direct Traffic,37,15,Email Opened,0
Direct Traffic,3631,15,Form Submitted,0
Referral,2664,14,Other,1
Social Media,473,12,Page Visited,0
Organic Search,58,2,Form Submitted,0
Social Media,2636,8,Page Visited,0
Google,2614,19,Other,0
Organic Search,2614,14,Email Opened,0
Social Media,4999,5,Page Visited,0
Referral,4478,9,Page Visited,0
Google,1411,13,Other,0
Google,84,9,Other,0
Google,1533,14,Other,0
Organic Search,3797,5,Form Submitted,0
Direct Traffic,2674,2,Form Submitted,0
Organic Search,2873,7,Page Visited,0
Social Media,3120,16,Other,0
Direct Traffic,1090,11,Page Visited,0
Social Media,2834,11,Email Opened,1
Direct Traffic,4224,12,Other,1
Organic Search,2076,13,Form Submitted,0
Google,3190,8,Other,0
Referral,4787,16,Page Visited,0
Google,4228,1,Form Submitted,0
Organic Search,1208,13,Email Opened,0
Direct Traffic,3577,11,Email Opened,0
Google,4741,4,Page Visited,0
Organic Search,2581,4,Other,0
Social Media,3787,15,Email Opened,0
Referral,515,3,Page Visited,0
Google,2212,19,Form Submitted,1
Direct Traffic,2974,2,Form Submitted,0
Social Media,932,6,Page Visited,0
Organic Search,1663,8,Other,0
Referral,556,17,Other,0
Direct Traffic,1671,5,Other,0
Organic Search,992,2,Other,0
Organic Search,1628,12,Page Visited,0
Google,1691,5,Page Visited,1
Google,4852,10,Form Submitted,0
Direct Traffic,1104,9,Form Submitted,0
Organic Search,1270,8,Other,1
Google,2902,1,Email Opened,0
Referral,4744,6,Email Opened,1
Referral,1409,11,Form Submitted,1
Organic Search,3646,3,Form Submitted,0
Google,1330,15,Page Visited,0
Direct Traffic,4723,11,Form Submitted,1
Direct Traffic,2054,5,Form Submitted,1
Direct Traffic,953,16,Other,0
Referral,1842,7,Email Opened,0
Google,2802,6,Email Opened,0
Google,9,9,Page Visited,1
Referral,2609,7,Email Opened,0
Direct Traffic,121,3,Other,1
Direct Traffic,4782,11,Other,1
Organic Search,2560,12,Page Visited,1
Social Media,3037,11,Form Submitted,0
Google,440,2,Form Submitted,0
Google,2749,1,Other,0
Google,590,2,Page Visited,0
Social Media,1368,14,Other,0
Organic Search,1989,13,Email Opened,0
Social Media,1361,5,Email Opened,0
Direct Traffic,3773,2,Other,0
Direct Traffic,2064,19,Form Submitted,1
Google,2415,17,Email Opened,0
Referral,2951,11,Page Visited,0
Google,2768,16,Form Submitted,0
Referral,3416,18,Email Opened,1
Social Media,1576,8,Other,1
Direct Traffic,114,2,Form Submitted,0
Referral,1368,17,Form Submitted,0
Social Media,138,11,Email Opened,1
Direct Traffic,4923,14,Page Visited,0
Referral,4941,16,Email Opened,0
Google,3373,15,Email Opened,0
Google,1315,15,Email Opened,0
Google,73,3,Email Opened,0
Social Media,3846,7,Email Opened,0
Google,483,12,Other,0
Organic Search,4111,3,Email Opened,0
Direct Traffic,1549,19,Page Visited,0
Social Media,1359,10,Form Submitted,0
Google,1896,8,Other,0
Direct Traffic,4224,16,Page Visited,0
Referral,510,16,Email Opened,0
Google,422,12,Page Visited,0
Direct Traffic,2432,5,Form Submitted,0
Organic Search,1906,6,Page Visited,0
Referral,4327,6,Email Opened,0
Organic Search,958,8,Form Submitted,0
Direct Traffic,824,17,Email Opened,0
Organic Search,64,12,Email Opened,0
Direct Traffic,4928,14,Other,0
Direct Traffic,4710,2,Form Submitted,0
Organic Search,3348,19,Form Submitted,1
Direct Traffic,800,6,Email Opened,1
Google,277,18,Page Visited,1
Direct Traffic,1717,4,Form Submitted,0
Social Media,2413,5,Page Visited,0
Direct Traffic,1238,6,Page Visited,1
Social Media,4523,15,Form Submitted,0
Direct Traffic,1486,6,Page Visited,0
Direct Traffic,4681,8,Form Submitted,0
Organic Search,3298,9,Other,1
Google,4470,6,Form Submitted,0
Google,2995,2,Form Submitted,0
Referral,92,16,Form Submitted,0
Organic Search,3531,1,Other,0
Organic Search,1840,16,Page Visited,1
Google,3527,1,Other,0
Organic Search,1621,1,Page Visited,0
Google,1561,7,Form Submitted,0
Organic Search,1416,16,Form Submitted,1
Direct Traffic,2964,17,Other,1
Google,4190,16,Other,1
Google,1130,16,Other,1
Social Media,1413,6,Other,0
Organic Search,3597,18,Form Submitted,1
Organic Search,3744,3,Form Submitted,0
Google,2118,8,Email Opened,1
Direct Traffic,663,4,Other,0
Direct Traffic,2634,4,Other,0
Direct Traffic,2774,17,Page Visited,0
Organic Search,3969,5,Page Visited,0
Social Media,3490,14,Form Submitted,0
Google,1571,15,Email Opened,0
Referral,1523,12,Other,0
Social Media,987,13,Email Opened,1
Referral,3238,18,Email Opened,1
Social Media,3845,14,Form Submitted,1
Direct Traffic,3693,19,Email Opened,1
Organic Search,98,7,Other,0
Referral,2288,6,Form Submitted,0
Social Media,1514,5,Email Opened,0
Organic Search,4297,4,Form Submitted,1
Referral,633,18,Form Submitted,1
Google,4841,14,Page Visited,1
Social Media,4585,16,Form Submitted,1
Google,578,14,Email Opened,0
Direct Traffic,3959,5,Page Visited,0
Google,272,11,Other,1
Google,4881,12,Other,0
Social Media,3954,18,Other,0
Direct Traffic,3927,4,Other,0
Google,452,13,Other,0
Organic Search,1175,13,Email Opened,1
Referral,4911,4,Form Submitted,0
Google,413,7,Page Visited,0
Direct Traffic,1550,2,Form Submitted,0
Google,4526,18,Form Submitted,0
Referral,4990,6,Email Opened,1
Direct Traffic,1946,16,Email Opened,0
Social Media,191,3,Email Opened,0
Direct Traffic,40,15,Page Visited,0
Social Media,1859,10,Email Opened,1
Direct Traffic,1332,9,Form Submitted,0
Referral,3449,11,Page Visited,1
Referral,135,14,Email Opened,0
Direct Traffic,4201,12,Email Opened,0
Google,4614,7,Email Opened,1
Referral,1941,11,Form Submitted,0
Social Media,1565,17,Email Opened,0
Social Media,4221,9,Form Submitted,0
Organic Search,388,13,Page Visited,0
Social Media,1558,16,Email Opened,0
Organic Search,2121,3,Other,0
Direct Traffic,1028,5,Other,0
Direct Traffic,3534,17,Form Submitted,0
Direct Traffic,81,1,Email Opened,1
Google,775,9,Email Opened,0
Google,3038,17,Other,0
Organic Search,4373,13,Page Visited,0
Social Media,2887,15,Page Visited,0
Social Media,1878,8,Form Submitted,0
Direct Traffic,2271,8,Other,1
Referral,1607,2,Form Submitted,1
Google,3139,10,Form Submitted,0
Google,605,5,Page Visited,0
Direct Traffic,4735,16,Other,0
Google,3414,19,Form Submitted,1
Direct Traffic,3665,1,Page Visited,0
Organic Search,2144,13,Page Visited,0
Social Media,4270,4,Email Opened,0
Referral,3765,7,Other,0
Social Media,1376,1,Other,0
Social Media,3462,2,Email Opened,1
Organic Search,347,16,Form Submitted,0
Google,0,14,Page Visited,0
Referral,62,5,Page Visited,0
Google,1783,14,Page Visited,0
Social Media,3814,17,Email Opened,0
Direct Traffic,225,12,Page Visited,1
Social Media,1042,12,Form Submitted,0
Google,844,3,Form Submitted,0
Social Media,2680,2,Email Opened,1
Direct Traffic,4119,15,Form Submitted,0
Organic Search,1234,11,Other,0
Google,1984,10,Other,0
Social Media,4256,18,Page Visited,1
Google,1278,2,Page Visited,0
Organic Search,1594,7,Other,0
Social Media,2551,7,Form Submitted,0
Social Media,1952,7,Email Opened,0
Google,1695,14,Page Visited,1
Google,954,2,Page Visited,0
Direct Traffic,3291,2,Other,1
Organic Search,356,15,Other,0
Direct Traffic,3595,11,Email Opened,0
Social Media,968,10,Page Visited,1
Google,241,3,Form Submitted,0
Social Media,3446,17,Form Submitted,0
Social Media,4234,9,Other,0
Referral,2144,15,Email Opened,0
Referral,146,14,Other,0
Social Media,542,19,Email Opened,1
Google,691,17,Form Submitted,1
Social Media,1025,17,Email Opened,1
Referral,4050,16,Form Submitted,1
Google,4005,8,Email Opened,0
Social Media,3359,7,Other,0
Organic Search,2951,12,Form Submitted,0
Organic Search,729,1,Page Visited,1
Social Media,4499,12,Page Visited,0
Google,2555,6,Form Submitted,0
Social Media,1150,16,Page Visited,0
Social Media,1735,18,Form Submitted,0
Referral,1038,19,Other,0
Organic Search,2912,3,Other,0
Referral,4840,3,Email Opened,1
Referral,2540,5,Page Visited,0
Social Media,4414,3,Page Visited,1
Referral,1242,19,Page Visited,0
Organic Search,772,5,Form Submitted,1
Referral,1916,14,Other,0
Organic Search,3412,16,Page Visited,1
Referral,2499,1,Email Opened,0
Organic Search,3440,17,Page Visited,0
Referral,3545,11,Email Opened,1
Referral,1213,9,Page Visited,0
Google,2931,4,Page Visited,0
Organic Search,418,2,Other,0
Organic Search,3781,9,Email Opened,0
Organic Search,4960,5,Page Visited,0
Direct Traffic,788,4,Email Opened,0
Referral,1871,5,Email Opened,0
Organic Search,4590,18,Other,0
Direct Traffic,2025,13,Other,1
Google,2446,5,Email Opened,0
Organic Search,4823,19,Other,0
Organic Search,560,3,Page Visited,0
Direct Traffic,2651,18,Page Visited,0
Referral,3904,6,Other,0
Google,539,6,Email Opened,0
Organic Search,4755,5,Page Visited,1
Referral,3136,1,Form Submitted,1
Google,3289,8,Email Opened,0
Social Media,2610,1,Email Opened,0
Social Media,4912,6,Form Submitted,0
Google,1944,14,Form Submitted,1
Direct Traffic,3145,11,Email Opened,1
Google,2758,2,Form Submitted,0
Google,3260,4,Other,0
Direct Traffic,4107,13,Other,0
Direct Traffic,1895,7,Email Opened,0
Referral,2500,6,Other,0
Referral,2829,3,Page Visited,0
Direct Traffic,3873,9,Other,0
Social Media,47,14,Other,0
Social Media,2364,11,Form Submitted,0
Google,2256,5,Other,1
Organic Search,4672,14,Email Opened,0
Google,753,19,Other,0
Google,2802,8,Other,1
Organic Search,4649,7,Email Opened,0
Direct Traffic,3652,7,Email Opened,0
Social Media,402,3,Form Submitted,0
Google,2086,3,Page Visited,0
Organic Search,2227,18,Other,0
Referral,3410,13,Page Visited,1
Google,2990,1,Form Submitted,0
Social Media,4643,5,Email Opened,0
Direct Traffic,1149,4,Email Opened,1
Google,62,16,Email Opened,0
Google,4939,15,Form Submitted,0
Organic Search,3153,18,Other,0
Referral,1008,17,Form Submitted,0
Referral,2031,14,Email Opened,0
Direct Traffic,1322,14,Other,1
Social Media,2081,19,Email Opened,0
Direct Traffic,751,6,Email Opened,0
Google,4144,13,Form Submitted,1
Google,657,18,Form Submitted,0
Referral,1660,15,Page Visited,0
Social Media,700,7,Email Opened,1
Organic Search,1080,19,Other,1
Social Media,2156,17,Email Opened,0
Google,1540,9,Other,1
Organic Search,3032,11,Page Visited,0
Social Media,1983,5,Email Opened,1
Social Media,314,2,Other,1
Organic Search,3081,15,Other,0
Google,4733,12,Page Visited,0
Social Media,2314,10,Form Submitted,0
Organic Search,2135,10,Page Visited,1
Google,1649,11,Other,1
Organic Search,3219,10,Page Visited,0
Organic Search,3800,7,Form Submitted,1
Social Media,2478,14,Email Opened,1
Google,4067,13,Page Visited,1
Social Media,1775,5,Page Visited,1
Direct Traffic,1966,19,Email Opened,0
Direct Traffic,1767,10,Page Visited,0
Google,3815,8,Form Submitted,1
Organic Search,241,18,Other,1
Social Media,4797,1,Page Visited,0
Social Media,2949,5,Email Opened,0
Google,4836,11,Email Opened,1
Google,4876,11,Page Visited,1
Direct Traffic,2256,16,Email Opened,0
Referral,4111,10,Other,0
Google,3368,15,Other,1
Referral,366,7,Email Opened,1
Google,2827,15,Page Visited,1
Organic Search,1252,16,Page Visited,1
Organic Search,2487,6,Email Opened,0
Direct Traffic,4785,11,Other,1
Direct Traffic,3603,17,Other,1
Referral,3521,15,Page Visited,0
Google,4942,16,Other,1
Social Media,4517,2,Form Submitted,1
Direct Traffic,1643,4,Other,1
Social Media,1212,19,Page Visited,0
Social Media,4703,6,Other,0
Google,19,18,Other,0
Referral,675,11,Email Opened,0
Google,4477,9,Form Submitted,0
Direct Traffic,608,3,Email Opened,0
Social Media,61,2,Other,0
Google,1265,18,Other,1
Google,2285,15,Email Opened,0
Google,1154,18,Form Submitted,0
Direct Traffic,1628,19,Page Visited,0
Referral,1626,15,Email Opened,0
Google,3716,17,Other,1
Direct Traffic,1442,18,Other,0
Social Media,1653,18,Page Visited,0
Organic Search,2502,11,Other,0
Direct Traffic,3269,18,Other,0
Organic Search,281,3,Page Visited,0
Google,4981,13,Other,0
Google,1024,14,Other,0
Direct Traffic,4818,4,Form Submitted,0
Organic Search,3403,18,Email Opened,1
